collection_timestamp,extracted_data,listing_url,mileage,model,price,raw_html,raw_text,scraping_id,scraping_method,scraping_status,scraping_timestamp,source_url,title,validation_score,validation_status,year
2025-08-26T10:17:24.716464,"{'year': '2014', 'make': 'Porsche', 'model': 'Cayman', 'price': 'Price not shown', 'mileage': '', 'title': '2014 Porsche Cayman S S', 'source': 'AutoTempest'}",https://revyautos.com/listings/1k0azx7y36m5bs7vs55zz2?utm_source=autotempest&utm_campaign=catalog,,Cayman,Price not shown,,2014 Porsche Cayman S S 2014 Cayman Price not shown ,1,collection_data,success,2025-08-26T10:17:26.597469,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2014 Porsche Cayman S S,1.0,valid,2014
2025-08-26T10:17:24.730200,"{'year': '2007', 'make': 'Porsche', 'model': 'Cayman', 'price': 'Price not shown', 'mileage': '', 'title': '2007 Porsche Cayman 2D Coupe S', 'source': 'AutoTempest'}",https://privateauto.com/listing/2007-porsche-cayman-vwfebeslvw4?utm_source=autotempest&utm_medium=referral&utm_campaign=autotempest_listings,,Cayman,Price not shown,,2007 Porsche Cayman 2D Coupe S 2007 Cayman Price not shown ,2,collection_data,success,2025-08-26T10:17:27.598433,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2007 Porsche Cayman 2D Coupe S,1.0,valid,2007
2025-08-26T10:17:24.742423,"{'year': '2008', 'make': 'Porsche', 'model': 'Cayman', 'price': 'Price not shown', 'mileage': '', 'title': '2008 Porsche Cayman S', 'source': 'AutoTempest'}",https://privateauto.com/listing/2008-porsche-cayman-vwft1tf2pzw?utm_source=autotempest&utm_medium=referral&utm_campaign=autotempest_listings,,Cayman,Price not shown,,2008 Porsche Cayman S 2008 Cayman Price not shown ,3,collection_data,success,2025-08-26T10:17:28.598910,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2008 Porsche Cayman S,1.0,valid,2008
2025-08-26T10:17:24.753477,"{'year': '2008', 'make': 'Porsche', 'model': 'Cayman', 'price': 'Price not shown', 'mileage': '', 'title': '2008 Porsche Cayman S', 'source': 'AutoTempest'}",https://privateauto.com/listing/2008-porsche-cayman-vwficewe46o?utm_source=autotempest&utm_medium=referral&utm_campaign=autotempest_listings,,Cayman,Price not shown,,2008 Porsche Cayman S 2008 Cayman Price not shown ,4,collection_data,success,2025-08-26T10:17:29.600189,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2008 Porsche Cayman S,1.0,valid,2008
2025-08-26T10:17:24.763741,"{'year': '2016', 'make': 'Porsche', 'model': 'Cayman', 'price': 'Price not shown', 'mileage': '', 'title': '2016 Porsche Cayman', 'source': 'AutoTempest'}",https://www.hemmings.com/classifieds/listing/2016-porsche-florence-al-2877011?utm_source=autotempest&utm_medium=cpc&utm_campaign=autotempest_classifieds,,Cayman,Price not shown,,2016 Porsche Cayman 2016 Cayman Price not shown ,5,collection_data,success,2025-08-26T10:17:30.601191,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2016 Porsche Cayman,1.0,valid,2016
2025-08-26T10:17:24.775956,"{'year': '2014', 'make': 'Porsche', 'model': 'Cayman', 'price': 'Price not shown', 'mileage': '', 'title': '2014 Porsche Cayman S', 'source': 'AutoTempest'}",https://www.cars.com/vehicledetail/c2914b2c-fa82-4959-9887-073ced11c688/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,,Cayman,Price not shown,,2014 Porsche Cayman S 2014 Cayman Price not shown ,6,collection_data,success,2025-08-26T10:17:31.602413,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2014 Porsche Cayman S,1.0,valid,2014
2025-08-26T10:17:24.787586,"{'year': '2010', 'make': 'Porsche', 'model': 'Cayman', 'price': 'Price not shown', 'mileage': '', 'title': '2010 Porsche Cayman Coupe 2D', 'source': 'AutoTempest'}",https://www.cars.com/vehicledetail/1e0d4384-98c4-4bbb-9147-31251e4c610a/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,,Cayman,Price not shown,,2010 Porsche Cayman Coupe 2D 2010 Cayman Price not shown ,7,collection_data,success,2025-08-26T10:17:32.602971,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2010 Porsche Cayman Coupe 2D,1.0,valid,2010
2025-08-26T10:17:24.800227,"{'year': '2016', 'make': 'Porsche', 'model': 'Cayman', 'price': 'Price not shown', 'mileage': '', 'title': '2016 Porsche Cayman GT4', 'source': 'AutoTempest'}",https://www.cars.com/vehicledetail/543a018b-ca86-4025-8e6d-d3bde3b9a25a/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,,Cayman,Price not shown,,2016 Porsche Cayman GT4 2016 Cayman Price not shown ,8,collection_data,success,2025-08-26T10:17:33.603432,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2016 Porsche Cayman GT4,1.0,valid,2016
2025-08-26T10:17:24.811323,"{'year': '2014', 'make': 'Porsche', 'model': 'Cayman', 'price': 'Price not shown', 'mileage': '', 'title': '2014 Porsche Cayman', 'source': 'AutoTempest'}",https://www.cars.com/vehicledetail/d738202c-df1a-4b16-a77f-9cdf7be4a8b0/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,,Cayman,Price not shown,,2014 Porsche Cayman 2014 Cayman Price not shown ,9,collection_data,success,2025-08-26T10:17:34.603887,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2014 Porsche Cayman,1.0,valid,2014
2025-08-26T10:17:24.820852,"{'year': '2006', 'make': 'Porsche', 'model': 'Cayman', 'price': 'Price not shown', 'mileage': '', 'title': '2006 Porsche Cayman S', 'source': 'AutoTempest'}",https://www.cars.com/vehicledetail/8a5b1ff4-dcf4-4efb-925a-fad3ea4b231c/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,,Cayman,Price not shown,,2006 Porsche Cayman S 2006 Cayman Price not shown ,10,collection_data,success,2025-08-26T10:17:35.604649,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2006 Porsche Cayman S,1.0,valid,2006
2025-08-26T10:17:24.831304,"{'year': '2015', 'make': 'Porsche', 'model': 'Cayman', 'price': 'Price not shown', 'mileage': '', 'title': '2015 Porsche Cayman S', 'source': 'AutoTempest'}",https://www.cars.com/vehicledetail/1ac2460b-f65f-4a20-8335-1880adff5c89/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,,Cayman,Price not shown,,2015 Porsche Cayman S 2015 Cayman Price not shown ,11,collection_data,success,2025-08-26T10:17:36.605180,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2015 Porsche Cayman S,1.0,valid,2015
2025-08-26T10:17:25.013599,"{'year': '2015', 'make': 'Porsche', 'model': 'Cayman', 'price': 'Price not shown', 'mileage': '', 'title': '2015 Porsche Cayman GTS', 'source': 'AutoTempest'}",https://www.cars.com/vehicledetail/9c7f7c95-03f4-498d-ae6e-21d08c666203/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,,Cayman,Price not shown,,2015 Porsche Cayman GTS 2015 Cayman Price not shown ,12,collection_data,success,2025-08-26T10:17:37.606664,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2015 Porsche Cayman GTS,1.0,valid,2015
2025-08-26T10:17:25.029404,"{'year': '2010', 'make': 'Porsche', 'model': 'Cayman', 'price': 'Price not shown', 'mileage': '', 'title': '2010 Porsche Cayman 2dr Cpe', 'source': 'AutoTempest'}",https://www.cars.com/vehicledetail/bfb129d1-6540-4737-9261-bb5f11cbbb23/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,,Cayman,Price not shown,,2010 Porsche Cayman 2dr Cpe 2010 Cayman Price not shown ,13,collection_data,success,2025-08-26T10:17:38.607820,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2010 Porsche Cayman 2dr Cpe,1.0,valid,2010
2025-08-26T10:17:25.043161,"{'year': '2007', 'make': 'Porsche', 'model': 'Cayman', 'price': 'Price not shown', 'mileage': '', 'title': '2007 Porsche Cayman 2dr Cpe', 'source': 'AutoTempest'}",https://www.cars.com/vehicledetail/48e7a09c-fabd-478b-afa2-ab233e3bd12d/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,,Cayman,Price not shown,,2007 Porsche Cayman 2dr Cpe 2007 Cayman Price not shown ,14,collection_data,success,2025-08-26T10:17:39.608738,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2007 Porsche Cayman 2dr Cpe,1.0,valid,2007
2025-08-26T10:17:25.052994,"{'year': '2016', 'make': 'Porsche', 'model': 'Cayman', 'price': 'Price not shown', 'mileage': '', 'title': '2016 Porsche Cayman GTS', 'source': 'AutoTempest'}",https://www.cars.com/vehicledetail/123048be-3f1d-47f1-aa7d-c7046dbe466b/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,,Cayman,Price not shown,,2016 Porsche Cayman GTS 2016 Cayman Price not shown ,15,collection_data,success,2025-08-26T10:17:40.610154,https://www.autotempest.com/results?make=porsche&model=cayman&year_min=2009&year_max=2012,2016 Porsche Cayman GTS,1.0,valid,2016
